Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
OPC,ENSG00000140526,ABHD2,protein_coding,1.559297777,1.9396E-186,,,,,
OPC,ENSG00000185565,LSAMP,protein_coding,1.001941375,2.977E-185,,,,,
OPC,ENSG00000155052,CNTNAP5,protein_coding,1.749271731,2.965E-183,,,,,
OPC,ENSG00000183098,GPC6,protein_coding,1.825241318,3.1426E-180,,,,,
OPC,ENSG00000148143,ZNF462,protein_coding,1.441312157,4.3238E-179,,,,,
OPC,ENSG00000196090,PTPRT,protein_coding,1.741338984,4.73E-178,,,,,
OPC,ENSG00000166833,NAV2,protein_coding,1.572907921,6.1281E-177,,,,,
OPC,ENSG00000184221,OLIG1,protein_coding,1.249920255,8.5021E-174,,,,,
OPC,ENSG00000162402,USP24,protein_coding,1.489904518,3.1255E-172,,,,,
OPC,ENSG00000196562,SULF2,protein_coding,1.192723971,6.5254E-172,,,,,
OPC,ENSG00000162946,DISC1,protein_coding,1.237913521,1.0797E-171,,,,,
OPC,ENSG00000069667,RORA,protein_coding,1.293739389,1.2345E-170,,,,,
OPC,ENSG00000132122,SPATA6,protein_coding,1.452566618,1.2562E-165,,,,,
OPC,ENSG00000164418,GRIK2,protein_coding,1.114436924,7.5859E-165,,,,,
OPC,ENSG00000118922,KLF12,protein_coding,1.559234258,1.0412E-163,,,,,
OPC,ENSG00000185352,HS6ST3,protein_coding,1.504687068,3.2115E-163,,,,,
OPC,ENSG00000148655,C10orf11,protein_coding,1.235332965,1.374E-161,,,,,
OPC,ENSG00000144724,PTPRG,protein_coding,1.414547709,1.6509E-160,,,,,
OPC,ENSG00000156395,SORCS3,protein_coding,1.500241192,2.5733E-157,,,,,
OPC,ENSG00000173406,DAB1,protein_coding,1.436561242,3.2005E-157,,,,,
OPC,ENSG00000224184,MIR3681HG,lincRNA,1.205564043,1.7197E-152,,,,,
OPC,ENSG00000146938,NLGN4X,protein_coding,1.48637675,1.8454E-152,,,,,
OPC,ENSG00000189058,APOD,protein_coding,1.410743247,6.5732E-151,,,,,
OPC,ENSG00000181722,ZBTB20,protein_coding,1.580346551,7.9511E-150,,,,,
OPC,ENSG00000152527,PLEKHH2,protein_coding,1.011983812,8.2995E-149,,,,,
OPC,ENSG00000065320,NTN1,protein_coding,1.034927815,6.2258E-145,,,,,
OPC,ENSG00000109686,SH3D19,protein_coding,1.405799701,2.1938E-143,,,,,
OPC,ENSG00000152492,CCDC50,protein_coding,1.098451484,6.8051E-142,,,,,
OPC,ENSG00000165966,PDZRN4,protein_coding,1.449452401,1.7287E-141,,,,,
OPC,ENSG00000244128,LINC01322,lincRNA,1.465258773,1.7828E-140,,,,,
OPC,ENSG00000178568,ERBB4,protein_coding,1.328771086,5.1578E-139,,,,,
OPC,ENSG00000111962,UST,protein_coding,1.254361006,6.3165E-139,,,,,
OPC,ENSG00000064787,BCAS1,protein_coding,1.280463176,9.7248E-139,,,,,
OPC,ENSG00000173517,PEAK1,protein_coding,1.3862893,5.2387E-138,,,,,
OPC,ENSG00000135090,TAOK3,protein_coding,1.341016387,3.3849E-135,,,,,
OPC,ENSG00000132669,RIN2,protein_coding,1.139526264,7.1657E-135,,,,,
OPC,ENSG00000170624,SGCD,protein_coding,1.478392221,7.372E-135,,,,,
OPC,ENSG00000058866,DGKG,protein_coding,1.351718309,2.427E-134,,,,,
OPC,ENSG00000165246,NLGN4Y,protein_coding,1.459584911,2.8627E-133,,,,,
OPC,ENSG00000168959,GRM5,protein_coding,1.358099435,5.8601E-131,,,,,
OPC,ENSG00000151322,NPAS3,protein_coding,1.185014478,6.4309E-131,,,,,
OPC,ENSG00000184588,PDE4B,protein_coding,1.324194191,6.6182E-131,,,,,
OPC,ENSG00000196083,IL1RAP,protein_coding,1.129874353,4.3633E-130,,,,,
OPC,ENSG00000162849,KIF26B,protein_coding,1.302220753,7.9317E-130,,,,,
OPC,ENSG00000061938,TNK2,protein_coding,1.209921386,1.2804E-128,,,,,
OPC,ENSG00000181234,TMEM132C,protein_coding,1.200366433,3.4446E-127,,,,,
OPC,ENSG00000189283,FHIT,protein_coding,1.366571836,1.1352E-124,,,,,
OPC,ENSG00000152128,TMEM163,protein_coding,1.108942702,1.8802E-124,,,,,
OPC,ENSG00000108018,SORCS1,protein_coding,1.415029021,3.9064E-124,,,,,
OPC,ENSG00000198846,TOX,protein_coding,1.24895241,6.3083E-124,,,,,
OPC,ENSG00000148082,SHC3,protein_coding,1.256865977,8.7079E-124,,,,,
OPC,ENSG00000237515,SHISA9,protein_coding,1.483201694,5.3237E-123,,,,,
OPC,ENSG00000107518,ATRNL1,protein_coding,1.104507902,2.6325E-122,,,,,
OPC,ENSG00000163697,APBB2,protein_coding,1.295930373,4.2253E-121,,,,,
OPC,ENSG00000134121,CHL1,protein_coding,1.347405524,7.7683E-121,,,,,
OPC,ENSG00000176771,NCKAP5,protein_coding,1.29197704,1.1445E-120,,,,,
OPC,ENSG00000169851,PCDH7,protein_coding,1.25301275,5.9259E-120,,,,,
OPC,ENSG00000179241,LDLRAD3,protein_coding,1.078309724,2.5148E-119,,,,,
OPC,ENSG00000151952,TMEM132D,protein_coding,1.434224819,9.4086E-119,,,,,
OPC,ENSG00000066382,MPPED2,protein_coding,1.190298654,2.0165E-118,,,,,
OPC,ENSG00000131773,KHDRBS3,protein_coding,1.427362093,1.2244E-117,,,,,
OPC,ENSG00000105894,PTN,protein_coding,1.139881776,7.7246E-116,,,,,
OPC,ENSG00000206120,EGFEM1P,unitary_pseudogene,1.127479005,2.4565E-115,,,,,
OPC,ENSG00000134532,SOX5,protein_coding,1.304987907,2.7509E-115,,,,,
OPC,ENSG00000091129,NRCAM,protein_coding,1.137020455,3.0504E-114,,,,,
OPC,ENSG00000116667,C1orf21,protein_coding,1.244108057,4.3489E-114,,,,,
OPC,ENSG00000231871,IPO9-AS1,antisense,1.074207467,4.8655E-114,,,,,
OPC,ENSG00000140470,ADAMTS17,protein_coding,1.033145112,1.2035E-113,,,,,
OPC,ENSG00000259048,CTD-2058B24.2,antisense,1.03512061,4.0909E-112,,,,,
OPC,ENSG00000123384,LRP1,protein_coding,1.116244501,5.9341E-112,,,,,
OPC,ENSG00000121904,CSMD2,protein_coding,1.289756068,3.2283E-110,,,,,
OPC,ENSG00000206579,XKR4,protein_coding,1.34485676,3.336E-109,,,,,
OPC,ENSG00000239268,RP11-384F7.2,lincRNA,1.148608705,1.0257E-106,,,,,
OPC,ENSG00000164300,SERINC5,protein_coding,1.129151723,2.0013E-105,,,,,
OPC,ENSG00000169122,FAM110B,protein_coding,1.062944896,1.8765E-103,,,,,
OPC,ENSG00000185052,SLC24A3,protein_coding,1.064161708,1.1638E-102,,,,,
OPC,ENSG00000172995,ARPP21,protein_coding,1.135621577,2.2756E-102,,,,,
OPC,ENSG00000154654,NCAM2,protein_coding,1.043556139,1.8485E-101,,,,,
OPC,ENSG00000077063,CTTNBP2,protein_coding,1.163139079,5.4061E-101,,,,,
OPC,ENSG00000145416,MARCH1,protein_coding,1.146188044,2.045E-100,,,,,
OPC,ENSG00000170873,MTSS1,protein_coding,1.071922217,1.77732E-98,,,,,
OPC,ENSG00000151025,GPR158,protein_coding,1.282660751,1.87524E-96,,,,,
OPC,ENSG00000153317,ASAP1,protein_coding,1.162571889,5.06236E-93,,,,,
OPC,ENSG00000170921,TANC2,protein_coding,1.086447931,6.37503E-90,,,,,
OPC,ENSG00000137478,FCHSD2,protein_coding,1.095709678,8.40128E-89,,,,,
OPC,ENSG00000101542,CDH20,protein_coding,1.047378242,1.10302E-85,,,,,
OPC,ENSG00000162599,NFIA,protein_coding,1.100406574,1.43122E-85,,,,,
OPC,ENSG00000198739,LRRTM3,protein_coding,1.140490638,1.35151E-84,,,,,
OPC,ENSG00000020577,SAMD4A,protein_coding,1.041303397,8.55009E-84,,,,,
OPC,ENSG00000198673,FAM19A2,protein_coding,1.02038134,1.31572E-83,,,,,
OPC,ENSG00000162687,KCNT2,protein_coding,1.087192584,5.96232E-81,,,,,
OPC,ENSG00000206560,ANKRD28,protein_coding,1.061045569,8.8459E-81,,,,,
OPC,ENSG00000147862,NFIB,protein_coding,1.083938378,6.9948E-80,,,,,
OPC,ENSG00000038382,TRIO,protein_coding,1.003229127,6.1549E-79,,,,,
OPC,ENSG00000040731,CDH10,protein_coding,1.122100075,2.48011E-78,,,,,
OPC,ENSG00000177103,DSCAML1,protein_coding,1.020891429,3.40699E-74,,,,,
OPC,ENSG00000130449,ZSWIM6,protein_coding,1.02458802,3.51192E-74,,,,,
Endothelial,ENSG00000027075,PRKCH,protein_coding,2.10244273,0,,,,,
Endothelial,ENSG00000054654,SYNE2,protein_coding,1.840736247,0,,,,,
Endothelial,ENSG00000078596,ITM2A,protein_coding,2.021396597,0,,,,,
Endothelial,ENSG00000082438,COBLL1,protein_coding,3.138626512,0,,,,,
Endothelial,ENSG00000085276,MECOM,protein_coding,2.61771335,0,,,,,
Endothelial,ENSG00000085563,ABCB1,protein_coding,3.293639683,0,,,,,
Endothelial,ENSG00000102755,FLT1,protein_coding,3.506428273,0,,,,,
Endothelial,ENSG00000103257,SLC7A5,protein_coding,2.18001304,0,,,,,
Endothelial,ENSG00000115414,FN1,protein_coding,2.021554325,0,,,,,
Endothelial,ENSG00000116016,EPAS1,protein_coding,3.143670895,0,,,,,
Endothelial,ENSG00000118777,ABCG2,protein_coding,2.101749246,0,,,,,
Endothelial,ENSG00000123243,ITIH5,protein_coding,2.096933204,0,,,,,
Endothelial,ENSG00000125772,GPCPD1,protein_coding,2.498067006,0,,,,,
Endothelial,ENSG00000125968,ID1,protein_coding,1.837790652,0,,,,,
Endothelial,ENSG00000128567,PODXL,protein_coding,1.81301814,0,,,,,
Endothelial,ENSG00000137962,ARHGAP29,protein_coding,2.312915812,0,,,,,
Endothelial,ENSG00000138795,LEF1,protein_coding,2.168499766,0,,,,,
Endothelial,ENSG00000142089,IFITM3,protein_coding,1.857594488,0,,,,,
Endothelial,ENSG00000143248,RGS5,protein_coding,2.435358372,0,,,,,
Endothelial,ENSG00000144642,RBMS3,protein_coding,2.762513218,0,,,,,
Endothelial,ENSG00000144724,PTPRG,protein_coding,2.232356558,0,,,,,
Endothelial,ENSG00000152818,UTRN,protein_coding,2.626888818,0,,,,,
Endothelial,ENSG00000163453,IGFBP7,protein_coding,2.53060417,0,,,,,
Endothelial,ENSG00000164330,EBF1,protein_coding,3.212732997,0,,,,,
Endothelial,ENSG00000164741,DLC1,protein_coding,2.571700031,0,,,,,
Endothelial,ENSG00000165949,IFI27,protein_coding,2.348106642,0,,,,,
Endothelial,ENSG00000166710,B2M,protein_coding,3.086410346,0,,,,,
Endothelial,ENSG00000175899,A2M,protein_coding,2.307205857,0,,,,,
Endothelial,ENSG00000184113,CLDN5,protein_coding,3.162646581,0,,,,,
Endothelial,ENSG00000204592,HLA-E,protein_coding,2.024959807,0,,,,,
Endothelial,ENSG00000206190,ATP10A,protein_coding,2.961435986,0,,,,,
Endothelial,ENSG00000213949,ITGA1,protein_coding,1.702703341,0,,,,,
Endothelial,ENSG00000117868,ESYT2,protein_coding,2.347505093,0,,,,,
Endothelial,ENSG00000245532,NEAT1,lincRNA,2.556189185,0,,,,,
Endothelial,ENSG00000069122,ADGRF5,protein_coding,1.833507217,0,,,,,
Endothelial,ENSG00000183722,LHFP,protein_coding,2.27742578,0,,,,,
Endothelial,ENSG00000128849,CGNL1,protein_coding,1.753094247,0,,,,,
Endothelial,ENSG00000185633,NDUFA4L2,protein_coding,1.44423269,0,,,,,
Endothelial,ENSG00000187720,THSD4,protein_coding,1.95797036,2.5384E-302,,,,,
Endothelial,ENSG00000172270,BSG,protein_coding,2.25374829,2.8592E-301,,,,,
Endothelial,ENSG00000148488,ST8SIA6,protein_coding,1.596977427,4.8773E-301,,,,,
Endothelial,ENSG00000106991,ENG,protein_coding,1.609076742,1.0493E-300,,,,,
Endothelial,ENSG00000151702,FLI1,protein_coding,1.771761643,2.49E-296,,,,,
Endothelial,ENSG00000117318,ID3,protein_coding,1.443752507,8.7795E-294,,,,,
Endothelial,ENSG00000162618,ADGRL4,protein_coding,1.350378941,4.1906E-293,,,,,
Endothelial,ENSG00000017483,SLC38A5,protein_coding,1.298533127,8.5666E-290,,,,,
Endothelial,ENSG00000110799,VWF,protein_coding,1.685642454,4.9197E-289,,,,,
Endothelial,ENSG00000117394,SLC2A1,protein_coding,1.499491376,9.2778E-288,,,,,
Endothelial,ENSG00000139514,SLC7A1,protein_coding,1.837239485,2.4634E-286,,,,,
Endothelial,ENSG00000204525,HLA-C,protein_coding,1.689239632,1.6111E-284,,,,,
Endothelial,ENSG00000243620,RP11-649A16.1,antisense,1.630686458,6.1277E-284,,,,,
Endothelial,ENSG00000180229,HERC2P3,transcribed_unprocessed_pseudogene,2.153830434,2.894E-279,,,,,
Endothelial,ENSG00000026025,VIM,protein_coding,1.381171921,2.0729E-278,,,,,
Endothelial,ENSG00000074181,NOTCH3,protein_coding,1.469008961,8.9532E-272,,,,,
Endothelial,ENSG00000164035,EMCN,protein_coding,1.409433038,1.4841E-270,,,,,
Endothelial,ENSG00000127920,GNG11,protein_coding,1.224169586,6.3051E-270,,,,,
Endothelial,ENSG00000122786,CALD1,protein_coding,1.960523841,3.8986E-268,,,,,
Endothelial,ENSG00000132530,XAF1,protein_coding,1.333833986,9.4669E-268,,,,,
Endothelial,ENSG00000157110,RBPMS,protein_coding,1.512607355,1.1432E-264,,,,,
Endothelial,ENSG00000157554,ERG,protein_coding,1.528649227,1.614E-263,,,,,
Endothelial,ENSG00000164181,ELOVL7,protein_coding,1.780548369,3.1159E-263,,,,,
Endothelial,ENSG00000196569,LAMA2,protein_coding,2.197868622,4.7747E-263,,,,,
Endothelial,ENSG00000127329,PTPRB,protein_coding,1.881765664,6.4827E-262,,,,,
Endothelial,ENSG00000134954,ETS1,protein_coding,1.49350801,4.5802E-259,,,,,
Endothelial,ENSG00000158270,COLEC12,protein_coding,1.671760382,4.7848E-255,,,,,
Endothelial,ENSG00000047617,ANO2,protein_coding,1.418927986,6.1016E-251,,,,,
Endothelial,ENSG00000168389,MFSD2A,protein_coding,1.302854848,8.5532E-248,,,,,
Endothelial,ENSG00000163513,TGFBR2,protein_coding,1.354617502,2.2265E-244,,,,,
Endothelial,ENSG00000206503,HLA-A,protein_coding,1.549007759,2.2421E-238,,,,,
Endothelial,ENSG00000091409,ITGA6,protein_coding,1.442687521,5.7946E-238,,,,,
Endothelial,ENSG00000125148,MT2A,protein_coding,1.921428276,1.6369E-237,,,,,
Endothelial,ENSG00000148175,STOM,protein_coding,1.236178605,3.2757E-236,,,,,
Endothelial,ENSG00000173706,HEG1,protein_coding,1.353721641,5.3831E-236,,,,,
Endothelial,ENSG00000276644,DACH1,protein_coding,1.70933311,2.7709E-232,,,,,
Endothelial,ENSG00000130303,BST2,protein_coding,1.063748156,1.1734E-231,,,,,
Endothelial,ENSG00000131097,HIGD1B,protein_coding,1.129350504,6.8232E-225,,,,,
Endothelial,ENSG00000113140,SPARC,protein_coding,1.447715609,9.7086E-224,,,,,
Endothelial,ENSG00000137831,UACA,protein_coding,1.268029819,1.702E-222,,,,,
Endothelial,ENSG00000147526,TACC1,protein_coding,1.791916535,2.3453E-222,,,,,
Endothelial,ENSG00000249797,CTD-3179P9.1,lincRNA,1.210230621,1.2301E-221,,,,,
Endothelial,ENSG00000111181,SLC6A12,protein_coding,1.059864505,4.3134E-221,,,,,
Endothelial,ENSG00000110841,PPFIBP1,protein_coding,1.82923459,5.837E-221,,,,,
Endothelial,ENSG00000136111,TBC1D4,protein_coding,1.609189906,1.406E-219,,,,,
Endothelial,ENSG00000011465,DCN,protein_coding,1.206569304,5.9381E-219,,,,,
Endothelial,ENSG00000196950,SLC39A10,protein_coding,1.945752296,1.1194E-217,,,,,
Endothelial,ENSG00000113721,PDGFRB,protein_coding,1.29374085,1.0909E-216,,,,,
Endothelial,ENSG00000122862,SRGN,protein_coding,1.114253959,1.1961E-214,,,,,
Endothelial,ENSG00000151491,EPS8,protein_coding,1.635277422,6.3847E-213,,,,,
Endothelial,ENSG00000172889,EGFL7,protein_coding,1.469893595,2.2466E-211,,,,,
Endothelial,ENSG00000018408,WWTR1,protein_coding,1.499733876,1.0766E-210,,,,,
Endothelial,ENSG00000018625,ATP1A2,protein_coding,1.865521238,5.2043E-210,,,,,
Endothelial,ENSG00000184005,ST6GALNAC3,protein_coding,1.923427838,8.1941E-210,,,,,
Endothelial,ENSG00000148671,ADIRF,protein_coding,1.152279741,9.6416E-208,,,,,
Endothelial,ENSG00000079308,TNS1,protein_coding,1.148342544,1.9704E-201,,,,,
Endothelial,ENSG00000120129,DUSP1,protein_coding,1.436652614,1.8122E-199,,,,,
Endothelial,ENSG00000115306,SPTBN1,protein_coding,1.561409615,8.326E-199,,,,,
Endothelial,ENSG00000101333,PLCB4,protein_coding,1.591175801,4.3673E-198,,,,,
Endothelial,ENSG00000167693,NXN,protein_coding,1.505396796,3.4126E-196,,,,,
Endothelial,ENSG00000182492,BGN,protein_coding,1.01312931,3.1929E-193,,,,,
Endothelial,ENSG00000137393,RNF144B,protein_coding,1.092452393,1.5995E-189,,,,,
Endothelial,ENSG00000114861,FOXP1,protein_coding,1.675438753,1.1607E-188,,,,,
Endothelial,ENSG00000112769,LAMA4,protein_coding,1.253557716,1.1625E-188,,,,,
Endothelial,ENSG00000106211,HSPB1,protein_coding,1.5288541,1.1521E-185,,,,,
Endothelial,ENSG00000261371,PECAM1,protein_coding,1.06896497,3.3875E-185,,,,,
Endothelial,ENSG00000227097,RPS28P7,processed_pseudogene,1.478464468,7.0697E-185,,,,,
Endothelial,ENSG00000169507,SLC38A11,protein_coding,1.202864271,1.0975E-182,,,,,
Endothelial,ENSG00000137491,SLCO2B1,protein_coding,1.18348672,4.3418E-181,,,,,
Endothelial,ENSG00000084453,SLCO1A2,protein_coding,1.433582763,6.9522E-181,,,,,
Endothelial,ENSG00000128641,MYO1B,protein_coding,1.286121464,3.702E-180,,,,,
Endothelial,ENSG00000173482,PTPRM,protein_coding,1.691324267,5.4598E-180,,,,,
Endothelial,ENSG00000148516,ZEB1,protein_coding,1.665376972,2.6538E-178,,,,,
Endothelial,ENSG00000140443,IGF1R,protein_coding,1.611520731,1.204E-175,,,,,
Endothelial,ENSG00000276550,HERC2P2,transcribed_unprocessed_pseudogene,1.344277069,1.7875E-173,,,,,
Endothelial,ENSG00000206149,HERC2P9,transcribed_unprocessed_pseudogene,1.251222816,1.7345E-172,,,,,
Endothelial,ENSG00000157557,ETS2,protein_coding,1.306668723,2.7253E-172,,,,,
Endothelial,ENSG00000169504,CLIC4,protein_coding,1.232112192,6.5956E-171,,,,,
Endothelial,ENSG00000034510,TMSB10,protein_coding,1.660487665,4.4351E-166,,,,,
Endothelial,ENSG00000135048,TMEM2,protein_coding,1.222503162,5.684E-162,,,,,
Endothelial,ENSG00000215030,RPL13P12,processed_pseudogene,1.361925773,4.7559E-161,,,,,
Endothelial,ENSG00000241684,ADAMTS9-AS2,antisense,1.423687911,1.1604E-160,,,,,
Endothelial,ENSG00000165757,KIAA1462,protein_coding,1.192553884,3.5564E-160,,,,,
Endothelial,ENSG00000105835,NAMPT,protein_coding,1.209092135,2.7738E-157,,,,,
Endothelial,ENSG00000152558,TMEM123,protein_coding,1.046743345,1.0554E-156,,,,,
Endothelial,ENSG00000197321,SVIL,protein_coding,1.170767012,4.0485E-156,,,,,
Endothelial,ENSG00000178878,APOLD1,protein_coding,1.06090744,5.087E-156,,,,,
Endothelial,ENSG00000130402,ACTN4,protein_coding,1.329293119,7.7547E-155,,,,,
Endothelial,ENSG00000120278,PLEKHG1,protein_coding,1.297505245,3.2035E-153,,,,,
Endothelial,ENSG00000150938,CRIM1,protein_coding,1.435845213,7.576E-153,,,,,
Endothelial,ENSG00000150093,ITGB1,protein_coding,1.111219062,5.3858E-152,,,,,
Endothelial,ENSG00000247809,NR2F2-AS1,antisense,1.134397976,4.2418E-151,,,,,
Endothelial,ENSG00000073849,ST6GAL1,protein_coding,1.529647277,3.7099E-148,,,,,
Endothelial,ENSG00000180747,SMG1P3,transcribed_unprocessed_pseudogene,1.150964355,1.5891E-147,,,,,
Endothelial,ENSG00000148498,PARD3,protein_coding,1.391100926,1.2445E-146,,,,,
Endothelial,ENSG00000168575,SLC20A2,protein_coding,1.35114509,1.9365E-142,,,,,
Endothelial,ENSG00000156508,EEF1A1,protein_coding,1.315985234,2.1456E-142,,,,,
Endothelial,ENSG00000115170,ACVR1,protein_coding,1.078586112,4.0221E-142,,,,,
Endothelial,ENSG00000167526,RPL13,protein_coding,1.376236562,5.5303E-142,,,,,
Endothelial,ENSG00000187514,PTMA,protein_coding,1.362489532,3.3742E-138,,,,,
Endothelial,ENSG00000164604,GPR85,protein_coding,1.015880003,1.7769E-137,,,,,
Endothelial,ENSG00000172159,FRMD3,protein_coding,1.068537778,8.0684E-135,,,,,
Endothelial,ENSG00000100345,MYH9,protein_coding,1.084576107,1.9835E-134,,,,,
Endothelial,ENSG00000088387,DOCK9,protein_coding,1.35119689,4.7372E-134,,,,,
Endothelial,ENSG00000185650,ZFP36L1,protein_coding,1.068322713,9.601E-134,,,,,
Endothelial,ENSG00000105372,RPS19,protein_coding,1.255123914,6.4818E-132,,,,,
Endothelial,ENSG00000171862,PTEN,protein_coding,1.291933602,6.2623E-131,,,,,
Endothelial,ENSG00000073060,SCARB1,protein_coding,1.058959045,4.05E-129,,,,,
Endothelial,ENSG00000129422,MTUS1,protein_coding,1.201186143,1.0817E-128,,,,,
Endothelial,ENSG00000163788,SNRK,protein_coding,1.07633601,4.4547E-127,,,,,
Endothelial,ENSG00000170011,MYRIP,protein_coding,1.399086628,3.1549E-125,,,,,
Endothelial,ENSG00000100097,LGALS1,protein_coding,1.08005342,1.5164E-124,,,,,
Endothelial,ENSG00000110328,GALNT18,protein_coding,1.302462379,5.2833E-123,,,,,
Endothelial,ENSG00000115183,TANC1,protein_coding,1.033758471,5.347E-123,,,,,
Endothelial,ENSG00000233927,RPS28,protein_coding,1.10908152,3.7268E-119,,,,,
Endothelial,ENSG00000134871,COL4A2,protein_coding,1.006061918,9.2617E-119,,,,,
Endothelial,ENSG00000074416,MGLL,protein_coding,1.059189197,4.6076E-118,,,,,
Endothelial,ENSG00000205542,TMSB4X,protein_coding,1.234194217,1.5887E-116,,,,,
Endothelial,ENSG00000105784,RUNDC3B,protein_coding,1.268250924,1.6652E-116,,,,,
Endothelial,ENSG00000147403,RPL10,protein_coding,1.170226512,4.6825E-116,,,,,
Endothelial,ENSG00000008256,CYTH3,protein_coding,1.095318389,5.8108E-116,,,,,
Endothelial,ENSG00000064651,SLC12A2,protein_coding,1.230836214,4.9291E-115,,,,,
Endothelial,ENSG00000232573,RPL3P4,processed_pseudogene,1.178566566,6.4474E-115,,,,,
Endothelial,ENSG00000137154,RPS6,protein_coding,1.121254739,2.3528E-114,,,,,
Endothelial,ENSG00000162804,SNED1,protein_coding,1.156886457,2.565E-114,,,,,
Endothelial,ENSG00000179241,LDLRAD3,protein_coding,1.059288543,6.6717E-114,,,,,
Endothelial,ENSG00000145730,PAM,protein_coding,1.329783062,6.3101E-113,,,,,
Endothelial,ENSG00000168036,CTNNB1,protein_coding,1.129912915,2.5078E-112,,,,,
Endothelial,ENSG00000153250,RBMS1,protein_coding,1.057402821,1.3632E-110,,,,,
Endothelial,ENSG00000148655,C10orf11,protein_coding,1.194073076,2.0721E-108,,,,,
Endothelial,ENSG00000236552,RPL13AP5,processed_pseudogene,1.12747691,7.6064E-108,,,,,
Endothelial,ENSG00000137818,RPLP1,protein_coding,1.180156568,1.8258E-107,,,,,
Endothelial,ENSG00000150907,FOXO1,protein_coding,1.011212233,4.5437E-107,,,,,
Endothelial,ENSG00000104067,TJP1,protein_coding,1.155494555,4.6862E-106,,,,,
Endothelial,ENSG00000185532,PRKG1,protein_coding,1.438599549,1.6483E-104,,,,,
Endothelial,ENSG00000145555,MYO10,protein_coding,1.031249809,7.1729E-103,,,,,
Endothelial,ENSG00000204217,BMPR2,protein_coding,1.170676442,2.7229E-102,,,,,
Endothelial,ENSG00000122507,BBS9,protein_coding,1.09050844,3.5959E-102,,,,,
Endothelial,ENSG00000132475,H3F3B,protein_coding,1.098402953,2.487E-101,,,,,
Endothelial,ENSG00000175198,PCCA,protein_coding,1.076036555,5.0425E-98,,,,,
Endothelial,ENSG00000233762,AC007969.5,processed_pseudogene,1.123831559,9.13445E-98,,,,,
Endothelial,ENSG00000115268,RPS15,protein_coding,1.140209708,2.26251E-97,,,,,
Endothelial,ENSG00000075624,ACTB,protein_coding,1.116217213,1.53302E-95,,,,,
Endothelial,ENSG00000109756,RAPGEF2,protein_coding,1.216719676,4.32237E-95,,,,,
Endothelial,ENSG00000154556,SORBS2,protein_coding,1.377355522,6.45399E-95,,,,,
Endothelial,ENSG00000184903,IMMP2L,protein_coding,1.194627547,5.25476E-94,,,,,
Endothelial,ENSG00000218175,AC016739.2,processed_pseudogene,1.068829935,1.03586E-93,,,,,
Endothelial,ENSG00000204389,HSPA1A,protein_coding,1.112142555,5.44271E-93,,,,,
Endothelial,ENSG00000179603,GRM8,protein_coding,1.066863633,2.52978E-89,,,,,
Endothelial,ENSG00000108107,RPL28,protein_coding,1.020247996,8.65086E-89,,,,,
Endothelial,ENSG00000242299,RP11-234A1.1,processed_pseudogene,1.011361889,2.46534E-88,,,,,
Endothelial,ENSG00000099204,ABLIM1,protein_coding,1.140172396,4.31021E-88,,,,,
Endothelial,ENSG00000140264,SERF2,protein_coding,1.053945211,1.81893E-87,,,,,
Endothelial,ENSG00000163697,APBB2,protein_coding,1.089189326,5.09056E-86,,,,,
